filename,parent,extent,collectionCallNumber,boxFolder,accessionNumber,masterFilename,dateDigitized,dateCreated,series,title,description,description,contributor,contributor,contributor,subjectTopic,subjectName,subjectPlace,physicalFormat,resourceType,description,donorProvenance,relatedResource,rightsStatement,accessRights,rightsStatus,publisher,publisherHomepage,
ms0064_rec_0318_2.wav,row: 917,,,,ms0064_rec_0318,ms0064_rec_0318_2.wav,,,,Part 2: Journey Through Sacred time (1983),,,,http://id.loc.gov/authorities/names/n88665244,,,,,,,,,,,,,,,
ms0064_rec_0319.wav,row: 917,,,,ms0064_rec_0319,ms0064_rec_0319.wav,,,,Part 3: Gil Orti di Epicuro (The Gardens of Epicurus) (1981),,"Performer: Emily Wong, piano",http://id.loc.gov/authorities/names/n2010074719,http://id.loc.gov/authorities/names/n84040773,,,,,,,,,,,,,,,
ms0064_rec_0320_1.wav,row: 917,,,,ms0064_rec_0320,ms0064_rec_0320_1.wav,,,,"Part 4: Colony, Parts I, IV, III) (1982)",,"Performers: Irene Sazer, violin\; David Jaffe, mandolin Kenneth Harrison, viola\; Lee Duckles, cello","http://id.loc.gov/authorities/names/n92035351; http://id.loc.gov/authorities/names/n89663392; Harrison, Kenneth; http://id.loc.gov/authorities/names/n2008052211",http://id.loc.gov/authorities/names/n89663396,,,,,,,,,,,,,,,
ms0064_rec_0320_2.wav,row: 917,,,,ms0064_rec_0320,ms0064_rec_0320_2.wav,,,,Part 5: Red Cup and Rat for computer generated tape (1985),,,,http://id.loc.gov/authorities/names/nr92035613,,,,,,,,,,,,,,,
ms0064_rec_0320_3.wav,row: 917,,,,ms0064_rec_0320,ms0064_rec_0320_3.wav,,,,Part 6: Bristlecone Concerto #2 (1984),,,,http://id.loc.gov/authorities/names/n89663392,,,,,,,,,,,,,,,
,row: 3,3 recordings,MS 64,26,,,2019,1986-08-03,1986,1986 Cabrillo Music Festival: Concert 10,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0321_1.wav,row: 924,,,,ms0064_rec_0321,ms0064_rec_0321_1.wav,,,,Part 1: Fantasia Concertante (1986),,"Performers: Kenneth Harrison, viola\; Lee Duckles, cello\; Keith Jarrett, piano","Harrison, Kenneth; http://id.loc.gov/authorities/names/n2008052211; http://id.loc.gov/authorities/names/n81026503",http://id.loc.gov/authorities/names/n81080002,,,,,,,,,,,,,,,
ms0064_rec_0321_2.wav,row: 924,,,,ms0064_rec_0321,ms0064_rec_0321_2.wav,,,,Part 2: Piano Concerto (1985),,,,http://id.loc.gov/authorities/names/n82099801,,,,,,,,,,,,,,,
ms0064_rec_0322.wav,row: 924,,,,ms0064_rec_0322,ms0064_rec_0322.wav,,,,"Part 3: Symphony No.6 in E-flat major, Op.111 (1944-47)",,,,http://id.loc.gov/authorities/names/n80020330,,,,,,,,,,,,,,,
,row: 3,3 recordings,MS 64,27,,,2019,1987-08-16,1987,1987 Cabrillo Music Festival: Prelude,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0323_1.wav,row: 928,,,,ms0064_rec_0323,ms0064_rec_0323_1.wav,,,,Part 1: Greeting Prelude (1955),,,,http://id.loc.gov/authorities/names/n79070061,,,,,,,,,,,,,,,
ms0064_rec_0323_2.wav,row: 928,,,,ms0064_rec_0323,ms0064_rec_0323_2.wav,,,,Part 2: Elegiac Symphony (1942-75),,,,http://id.loc.gov/authorities/names/n82099801,,,,,,,,,,,,,,,
ms0064_rec_0324.wav,row: 928,,,,ms0064_rec_0324,ms0064_rec_0324.wav,,,,Part 3: Unidentified prelude,,"Performers: Heinz Holliger, oboe\; Ursula Holliger, harp\; Akiko Tatsumi, violin\; Romuald Tecco, violin",http://id.loc.gov/authorities/names/n80125200; http://id.loc.gov/authorities/names/n78047442; http://id.loc.gov/authorities/names/nr92035742; http://id.loc.gov/authorities/names/n90627613,http://id.loc.gov/authorities/names/n79122709,,,,,,,,,,,,,,,
,row: 3,4 recordings,MS 64,27,,,2019,1987-07-17,1987,1987 Cabrillo Music Festival: Concert 1,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0325_1.wav,row: 932,,,,ms0064_rec_0325,ms0064_rec_0325_1.wav,,,,"Part 1: Roman Carnival Overture, Op.9 (1844)",,"Performer: Akiko Tatsumi, violin",http://id.loc.gov/authorities/names/nr92035742,http://id.loc.gov/authorities/names/n79091197,,,,,,,,,,,,,,,
ms0064_rec_0325_2.wav,row: 932,,,,ms0064_rec_0325,ms0064_rec_0325_2.wav,,,,Part 2: Violin Concerto No.2 (1986),,,,http://id.loc.gov/authorities/names/n79122709,,,,,,,,,,,,,,,
ms0064_rec_0326_1.wav,row: 932,,,,ms0064_rec_0326,ms0064_rec_0326_1.wav,,,,Part 3: Introduction and Allegro (1905),,"Performer: Ursula Holliger, harp",http://id.loc.gov/authorities/names/n78047442,http://id.loc.gov/authorities/names/n79108396,,,,,,,,,,,,,,,
ms0064_rec_0326_2.wav,row: 932,,,,ms0064_rec_0326,ms0064_rec_0326_2.wav,,,,"Part 4: Symphony No.4 in D minor, Op.120 (1841, rev. 1851)",,,,http://id.loc.gov/authorities/names/n50000565,,,,,,,,,,,,,,,
,row: 3,2 recordings,MS 64,27,,,2019,1987-07-18,1987,1987 Cabrillo Music Festival: Concert 2,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0327.wav,row: 937,,,,ms0064_rec_0327,ms0064_rec_0327.wav,,,,"Part 1: Serenade No.10 in B-flat Major for 13 Wind Instruments, K.361 (1787)",,,,http://id.loc.gov/authorities/names/n80022788,,,,,,,,,,,,,,,
ms0064_rec_0328.wav,row: 937,,,,ms0064_rec_0328,ms0064_rec_0328.wav,,,,"Part 2: Harmonia for Winds, Harp, and Percussion (1974)",,,,http://id.loc.gov/authorities/names/n79122709,,,,,,,,,,,,,,,
,row: 3,5 recordings,MS 64,27,,,2019,1987-07-18,1987,1987 Cabrillo Music Festival: Concert 3,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0329_1.wav,row: 940,,,,ms0064_rec_0329,ms0064_rec_0329_1.wav,,,,Part 1: t.b.a.,,Performers: Gamelan Si Betty,http://id.loc.gov/authorities/names/n93092538,"Midiyanto, Dalang",,,,,,,,,,,,,,,
ms0064_rec_0329_2.wav,row: 940,,,,ms0064_rec_0329,ms0064_rec_0329_2.wav,,,,Part 2: A Cornish Lancaran (1987),,,,http://id.loc.gov/authorities/names/n82099801,,,,,,,,,,,,,,,
ms0064_rec_0329_3.wav,row: 940,,,,ms0064_rec_0329,ms0064_rec_0329_3.wav,,,,Part 3: Pur Nomo Siddi (The Joy of the Full Moon) (1981),,,,http://id.loc.gov/authorities/names/no96012423,,,,,,,,,,,,,,,
ms0064_rec_0329_4.wav,row: 940,,,,ms0064_rec_0329,ms0064_rec_0329_4.wav,,,,Part 4: Concerto for Piano with Javanese Gamelan (1987),,,,http://id.loc.gov/authorities/names/n82099801,,,,,,,,,,,,,,,
ms0064_rec_0330.wav,row: 940,,,,ms0064_rec_0330,ms0064_rec_0330.wav,,,,Part 5: An Episode from the Ramayama,,,,,,,,,,,,,,,,,,,
,row: 3,3 recordings,MS 64,27,,,2019,1987-07-19,1987,1987 Cabrillo Music Festival: Concert 4,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0331_1.wav,row: 946,,,,ms0064_rec_0331,ms0064_rec_0331_1.wav,,,,"Part 1: String Quartet in E-flat Major, K.428 (1783)",,Performers: New World String Quartet,http://id.loc.gov/authorities/names/n80076859,http://id.loc.gov/authorities/names/n80022788,,,,,,,,,,,,,,,
ms0064_rec_0331_2.wav,row: 946,,,,ms0064_rec_0331,ms0064_rec_0331_2.wav,,,,Part 2: String Quartet Set (1978-79),,Performers: New World String Quartet,http://id.loc.gov/authorities/names/n80076859,http://id.loc.gov/authorities/names/n82099801,,,,,,,,,,,,,,,
ms0064_rec_0332.wav,row: 946,,,,ms0064_rec_0332,ms0064_rec_0332.wav,,,,Part 3: Lyric Suite,,Performers: New World String Quartet,http://id.loc.gov/authorities/names/n80076859,http://id.loc.gov/authorities/names/n50007790,,,,,,,,,,,,,,,
,row: 3,4 recordings,MS 64,27,,,2019,1987-07-19,1987,1987 Cabrillo Music Festival: Concert 5,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0333.wav,row: 950,,,,ms0064_rec_0333,ms0064_rec_0333.wav,,,,"Part 1: Mass in C minor, Op.147 (1852)",,"Performers: Masterworks Chorale, Galen Marshall, Director","Masterworks Chorale (San Mateo, Calif.)",http://id.loc.gov/authorities/names/n50000565,,,,,,,,,,,,,,,
ms0064_rec_0334_1.wav,row: 950,,,,ms0064_rec_0334,ms0064_rec_0334_1.wav,,,,Part 2: Double Concerto for Oboe and Harp (1977),,"Performers: Heinz Holliger, oboe\; Ursula Holliger, harp",http://id.loc.gov/authorities/names/n80125200; http://id.loc.gov/authorities/names/n78047442,http://id.loc.gov/authorities/names/n79122709,,,,,,,,,,,,,,,
ms0064_rec_0334_2.wav,row: 950,,,,ms0064_rec_0334,ms0064_rec_0334_2.wav,,,,"Part 3: Four Sea Interludes from Peter Grimes, Op.33a (1944-45)",,,,http://id.loc.gov/authorities/names/n79105791,,,,,,,,,,,,,,,
ms0064_rec_0335.wav,row: 950,,,,ms0064_rec_0335,ms0064_rec_0335.wav,,,,Part 4: Meet the Composer,,,,,,,,,,,,,,,,,,,
,row: 3,3 recordings,MS 64,27,,,2019,1987-07-23,1987,1987 Cabrillo Music Festival: Concert 6,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0336_1.wav,row: 955,,,,ms0064_rec_0336,ms0064_rec_0336_1.wav,,,,Part 1: Quintet for Clarinet and String Quartet (1984),,"Performers: William Wohlmacher, clarinet\; New World String Quartet",http://id.loc.gov/authorities/names/nr97042196; http://id.loc.gov/authorities/names/n80076859,http://id.loc.gov/authorities/names/n79122709,,,,,,,,,,,,,,,
ms0064_rec_0336_2.wav,row: 955,,,,ms0064_rec_0336,ms0064_rec_0336_2.wav,,,,Part 2: String Quartet No.2 (1950-51),,,,http://id.loc.gov/authorities/names/n88031689,,,,,,,,,,,,,,,
ms0064_rec_0337.wav,row: 955,,,,ms0064_rec_0337,ms0064_rec_0337.wav,,,,"Part 3: String Quartet No. 1 in A minor, Op.41, No.1 (1842)",,Performers: New World String Quartet,http://id.loc.gov/authorities/names/n80076859,http://id.loc.gov/authorities/names/n50000565,,,,,,,,,,,,,,,
,row: 3,5 recordings,MS 64,27,,,2019,1987-07-24,1987,1987 Cabrillo Music Festival: Concert 7,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0338_1.wav,row: 959,,,,ms0064_rec_0338,ms0064_rec_0338_1.wav,,,,"Part 1: Overture to Manfred, Op.115 (1848-49)",,"Performer: Romuald Tecco, violin",http://id.loc.gov/authorities/names/n90627613,http://id.loc.gov/authorities/names/n50000565,,,,,,,,,,,,,,,
ms0064_rec_0338_2.wav,row: 959,,,,ms0064_rec_0338,ms0064_rec_0338_2.wav,,,,"Part 2: Fantasy in C Major for Violin and Orchestra, Op. 131 (1853)",,,,http://id.loc.gov/authorities/names/n50000565,,,,,,,,,,,,,,,
ms0064_rec_0338_3.wav,row: 959,,,,ms0064_rec_0338,ms0064_rec_0338_3.wav,,,,"Part 3: Tonscherben (Orchestra Fragments in Memorium, David Rokeah. Holliger)",,,,http://id.loc.gov/authorities/names/n80125200,,,,,,,,,,,,,,,
ms0064_rec_0339_1.wav,row: 959,,,,ms0064_rec_0339,ms0064_rec_0339_1.wav,,,,"Part 4: Overture to Hermann und Dorothea, Op. 136 (1851)",,,,http://id.loc.gov/authorities/names/n50000565,,,,,,,,,,,,,,,
ms0064_rec_0339_2.wav,row: 959,,,,ms0064_rec_0339,ms0064_rec_0339_2.wav,,,,Part 5: Symphony in One Movement,,,,"Zimmerman, Bernd Alois",,,,,,,,,,,,,,,
,row: 3,8 recordings,MS 64,27,,,2019,1987-07-25,1987,1987 Cabrillo Music Festival: Concert 8,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0340_1.wav,row: 965,,,,ms0064_rec_0340,ms0064_rec_0340_1.wav,,,,Part 1: 3.56=5664 (Rolling) (1981-82),,,,http://id.loc.gov/authorities/names/n83065637,,,,,,,,,,,,,,,
ms0064_rec_0340_2.wav,row: 965,,,,ms0064_rec_0340,ms0064_rec_0340_2.wav,,,,Part 2: Pacific 231 (1924),,,,http://id.loc.gov/authorities/names/n79108038,,,,,,,,,,,,,,,
ms0064_rec_0340_3.wav,row: 965,,,,ms0064_rec_0340,ms0064_rec_0340_3.wav,,,,Part 3: Toccata: The Little Train of the Caipira (from Bachianas Brasileiras No.2) (1933),,,,http://id.loc.gov/authorities/names/n80015682,,,,,,,,,,,,,,,
ms0064_rec_0340_4.wav,row: 965,,,,ms0064_rec_0340,ms0064_rec_0340_4.wav,,,,Part 4: Grand Central Terminal from “A Londoner in New York” (1983),,,,http://id.loc.gov/authorities/names/n87152341,,,,,,,,,,,,,,,
ms0064_rec_0340_5.wav,row: 965,,,,ms0064_rec_0340,ms0064_rec_0340_5.wav,,,,"Part 5: Excursion Train Polka, Op.281 (1864)",,,,http://id.loc.gov/authorities/names/n79106447,,,,,,,,,,,,,,,
ms0064_rec_0340_6.wav,row: 965,,,,ms0064_rec_0340,ms0064_rec_0340_6.wav,,,,Part 6: Copenhagen Steam Railway,,,,http://id.loc.gov/authorities/names/n83176098,,,,,,,,,,,,,,,
ms0064_rec_0340_7.wav,row: 965,,,,ms0064_rec_0340,ms0064_rec_0340_7.wav,,,,Part 7: Orange Blossom Special and Wabash Cannonball ,,,,,,,,,,,,,,,,,,,
ms0064_rec_0340_8.wav,row: 965,,,,ms0064_rec_0340,ms0064_rec_0340_8.wav,,,,Part 8: Take the A Train & Night Train,,,,http://id.loc.gov/authorities/names/n50080187,,,,,,,,,,,,,,,
,row: 3,4 recordings,MS 64,27,,,2019,1987-07-25,1987,1987 Cabrillo Music Festival: Concert 9,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0341.wav,row: 974,,,,ms0064_rec_0341,ms0064_rec_0341.wav,,,,Part 1: Temporal Variations for Oboe and Piano (1936),,"Performers: Heinz Holliger, oboe\; Dennis Russell Davies, piano",http://id.loc.gov/authorities/names/n80125200; http://id.loc.gov/authorities/names/n81010514,http://id.loc.gov/authorities/names/n79105791,,,,,,,,,,,,,,,
ms0064_rec_0342.wav,row: 974,,,,ms0064_rec_0342,ms0064_rec_0342.wav,,,,"Part 2: Piano Quintet in F minor, Op.34 (1864)",,,,http://id.loc.gov/authorities/names/n79077221,,,,,,,,,,,,,,,
ms0064_rec_0343_1.wav,row: 974,,,,ms0064_rec_0343,ms0064_rec_0343_1.wav,,,,Part 3: Aubade (1982),,"Performers: Heinz Holliger, oboe\; Romuald Tecco, violin\; Dennis Russell Davies, piano",http://id.loc.gov/authorities/names/n80125200; http://id.loc.gov/authorities/names/n90627613; http://id.loc.gov/authorities/names/n81010514,http://id.loc.gov/authorities/names/n81080002,,,,,,,,,,,,,,,
ms0064_rec_0343_2.wav,row: 974,,,,ms0064_rec_0343,ms0064_rec_0343_2.wav,,,,"Part 4: Sonata No.2 in D minor for Violin and Piano, Op.121 (1851)",,"Performers: Heinz Holliger, oboe\; Romuald Tecco, violin\; Dennis Russell Davies, piano",http://id.loc.gov/authorities/names/n80125200; http://id.loc.gov/authorities/names/n90627613; http://id.loc.gov/authorities/names/n81010514,http://id.loc.gov/authorities/names/n50000565,,,,,,,,,,,,,,,
,row: 3,4 recordings,MS 64,27,,,2019,1987-07-26,1987,1987 Cabrillo Music Festival: Concert 10,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0344_1.wav,row: 979,,,,ms0064_rec_0344,ms0064_rec_0344_1.wav,,,,Part 1: Requiem for Survivors (and suddenly it’s evening) (1973-74),,,,http://id.loc.gov/authorities/names/no91010323,,,,,,,,,,,,,,,
ms0064_rec_0344_2.wav,row: 979,,,,ms0064_rec_0344,ms0064_rec_0344_2.wav,,,,Part 2: Symphony No.4 (...im Dunkeln singen...) (1986),,,,http://id.loc.gov/authorities/names/n79122709,,,,,,,,,,,,,,,
ms0064_rec_0345_1.wav,row: 979,,,,ms0064_rec_0345,ms0064_rec_0345_1.wav,,,,"Part 3: Oboe Concerto in C Major, K.285d (1777)",,"Performer: Heinz Holliger, oboe",http://id.loc.gov/authorities/names/n80125200,http://id.loc.gov/authorities/names/n80022788,,,,,,,,,,,,,,,
ms0064_rec_0345_2.wav,row: 979,,,,ms0064_rec_0345,ms0064_rec_0345_2.wav,,,,"Part 4: Symphony No.38 in D Major, “Prague”, K.504 (1786)",,"Performer: Heinz Holliger, oboe",http://id.loc.gov/authorities/names/n80125200,http://id.loc.gov/authorities/names/n80022788,,,,,,,,,,,,,,,
,row: 3,5 recordings,MS 64,29,,,2019,1988-07-21,1988,1988 Cabrillo Music Festival: Prelude,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0346_1.wav,row: 984,,,,ms0064_rec_0346,ms0064_rec_0346_1.wav,,,,"Part 1: Overture to ""Annie Get your Gun""",,"Performer: Lee Duckles, cello",http://id.loc.gov/authorities/names/n2008052211,http://id.loc.gov/authorities/names/n50026116,,,,,,,,,,,,,,,
ms0064_rec_0346_2.wav,row: 984,,,,ms0064_rec_0346,ms0064_rec_0346_2.wav,,,,Part 2: Till Eulenspiegel einmal anders!,,"Performer: Lee Duckles, cello",http://id.loc.gov/authorities/names/n2008052211,http://id.loc.gov/authorities/names/n79041680,,,,,,,,,,,,,,,
ms0064_rec_0346_3.wav,row: 984,,,,ms0064_rec_0346,ms0064_rec_0346_3.wav,,,,Part 3: Lenau Fantasien ,,"Performer: Lee Duckles, cello",http://id.loc.gov/authorities/names/n2008052211,http://id.loc.gov/authorities/names/n83187582,,,,,,,,,,,,,,,
ms0064_rec_0347_1.wav,row: 984,,,,ms0064_rec_0347,ms0064_rec_0347_1.wav,,,,Part 4: Sonata for Flude and Piano,,"Performers: Paul Lustig Dunkel, flute\; Dennis Russell Davies, piano","Dunkel, Paul Lustig; http://id.loc.gov/authorities/names/n81010514",http://id.loc.gov/authorities/names/n80015508,,,,,,,,,,,,,,,
ms0064_rec_0347_2.wav,row: 984,,,,ms0064_rec_0347,ms0064_rec_0347_2.wav,,,,"Part 5: Ballet Score, ""Fancy Free""",,"Performers: Paul Lustig Dunkel, flute\; Dennis Russell Davies, piano","Dunkel, Paul Lustig; http://id.loc.gov/authorities/names/n81010514",http://id.loc.gov/authorities/names/n50007704,,,,,,,,,,,,,,,
,row: 3,1 recording,MS 64,29,,,2019,1988-07-22,1988,1988 Cabrillo Music Festival: [Concert 1],,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0348_0349.wav,row: 990,,,,ms0064_rec_0348,ms0064_rec_0348_0349.wav,,,,Within the Quota (1923),,,,http://id.loc.gov/authorities/names/n80017862,,,,,,,,,,,,,,,
,row: 3,4 recordings,MS 64,43,,,2019,1988-07-23,1988,1988 Cabrillo Music Festival: [Concert 2],,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0350_1.wav,row: 992,,,,ms0064_rec_0350,ms0064_rec_0350_1.wav,,,,Part 1: Music for the Movies (1942),,,,http://id.loc.gov/authorities/names/n79089419,,,,,,,,,,,,,,,
ms0064_rec_0350_2.wav,row: 992,,,,ms0064_rec_0350,ms0064_rec_0350_2.wav,,,,Part 2: The Plow That Broke the Plains (1936),,,,http://id.loc.gov/authorities/names/n50012238,,,,,,,,,,,,,,,
ms0064_rec_0350_3.wav,row: 992,,,,ms0064_rec_0350,ms0064_rec_0350_3.wav,,,,Part 3: Air from The Scattered Remains of James Broughton (1967),,,,http://id.loc.gov/authorities/names/n82099801,,,,,,,,,,,,,,,
ms0064_rec_0351.wav,row: 992,,,,ms0064_rec_0351,ms0064_rec_0351.wav,,,,Part 4: Symphonic Suite from On the Waterfront (1955),,,,http://id.loc.gov/authorities/names/n50007704,,,,,,,,,,,,,,,
,row: 3,4 recordings,MS 64,29,,,2019,1988-07-23,1988,1988 Cabrillo Music Festival: [Concert 3],,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0352_1.wav,row: 997,,,,ms0064_rec_0352,ms0064_rec_0352_1.wav,,,,Part 1: Songs,,"Performers: Renate Gola, soprano\; Dennis Russell Davies, piano","Gola, Renate; http://id.loc.gov/authorities/names/n81010514",http://id.loc.gov/authorities/names/n50000565,,,,,,,,,,,,,,,
ms0064_rec_0352_2.wav,row: 997,,,,ms0064_rec_0352,ms0064_rec_0352_2.wav,,,,Part 2: Hawaiian Forests,,"Performers: Renate Gola, soprano\; Dennis Russell Davies, piano","Gola, Renate; http://id.loc.gov/authorities/names/n81010514",http://id.loc.gov/authorities/names/n84162657,,,,,,,,,,,,,,,
ms0064_rec_0353_1.wav,row: 997,,,,ms0064_rec_0353,ms0064_rec_0353_1.wav,,,,"Part 3: Rhapsodic Variations, No.5 (1987)",,"Performers: Romuald Tecco, violin\; Dennis Russell Davies, piano\; Renate Gola, soprano","http://id.loc.gov/authorities/names/n90627613; http://id.loc.gov/authorities/names/n81010514; Gola, Renate",http://id.loc.gov/authorities/names/n81146622,,,,,,,,,,,,,,,
ms0064_rec_0353_2.wav,row: 997,,,,ms0064_rec_0353,ms0064_rec_0353_2.wav,,,,Part 4: Songs,,"Performers: Romuald Tecco, violin\; Dennis Russell Davies, piano\; Renate Gola, soprano","http://id.loc.gov/authorities/names/n90627613; http://id.loc.gov/authorities/names/n81010514; Gola, Renate",http://id.loc.gov/authorities/names/n50026116,,,,,,,,,,,,,,,
,row: 3,5 recordings,MS 64,,,,2019,1988-07-23,1988,1988 Cabrillo Music Festival: [Concert 4],,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0354_1.wav,row: 1002,,,43,ms0064_rec_0354,ms0064_rec_0354_1.wav,,,,"Part 1: Sonata for Piano, No.1 in C Major, K.279 (1775)",,"Performer: Ursula Oppens, piano",http://id.loc.gov/authorities/names/n81090580,http://id.loc.gov/authorities/names/n80022788,,,,,,,,,,,,,,,
ms0064_rec_0354_2.wav,row: 1002,,,43,ms0064_rec_0354,ms0064_rec_0354_2.wav,,,,"Part 2: Sonata for Piano, No.1",,"Performer: Ursula Oppens, piano",http://id.loc.gov/authorities/names/n81090580,http://id.loc.gov/authorities/names/n50032733,,,,,,,,,,,,,,,
ms0064_rec_0354_3.wav,row: 1002,,,43,ms0064_rec_0354,ms0064_rec_0354_3.wav,,,,"Part 3: Fantasy in C Major for Piano, Op.15, D.760, “Wanderer” (1822)",,"Performer: Ursula Oppens, piano",http://id.loc.gov/authorities/names/n81090580,http://id.loc.gov/authorities/names/n50000561,,,,,,,,,,,,,,,
ms0064_rec_0355_1.wav,row: 1002,,,29,ms0064_rec_0355,ms0064_rec_0355_1.wav,,,,"Part 4: Romantic Notions (1987-88)\; Ballade No.1 in G minor, Op.23 (1831-36)",,"Performer: Ursula Oppens, piano",http://id.loc.gov/authorities/names/n81090580,http://id.loc.gov/authorities/names/n80159163; http://id.loc.gov/authorities/names/n79127769; http://id.loc.gov/authorities/names/n79127769,,,,,,,,,,,,,,,
