parent,extent,masterFilename,series,title,titleAlternative,description,description,descriptionAddress,accessionNumber,creator,publisher,publisherHomepage,resourceType,rightsStatement,rightsHolder,subjectName,subjectPlace,subjectTopic,dateCreated,datePublished,physicalFormat,physicalDescription,accessRights,collection,collectionCallNumber,donorProvenance,boxFolder
row:prev,,ms0020_neg_bp_6813_07.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6813_07,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6813"
row:prev,,ms0020_neg_bp_68-072_20.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-072_20,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-072"
row:prev,,ms0020_neg_bp_68-102_04.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-102_04,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,2 1/4 in,,,,,"Box 453, Folder 68-102"
row:prev,,ms0020_neg_bp_68-072_36.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-072_36,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-072"
row:prev,,ms0020_neg_bp_6813_06.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6813_06,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6813"
row:prev,,ms0020_neg_bp_68-079_05.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-079_05,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-09-22,,,35 mm,,,,,"Box 454, Folder 68-079"
row:prev,,ms0020_neg_bp_68-076_29.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-076_29,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-09-22,,,35 mm,,,,,"Box 454, Folder 68-076"
row:prev,,ms0020_neg_bp_68-072_28.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-072_28,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-072"
row:prev,,ms0020_neg_bp_68-070_13.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-070_13,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-070"
row:prev,,ms0020_neg_bp_6810_30.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6810_30,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6810"
row:prev,,ms0020_neg_bp_68-079_06.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-079_06,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-09-22,,,35 mm,,,,,"Box 454, Folder 68-079"
row:prev,,ms0020_neg_bp_6811_17.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6811_17,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6811"
row:prev,,ms0020_neg_bp_6812_17.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6812_17,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6812"
row:prev,,ms0020_neg_bp_68-079_11.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-079_11,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-09-22,,,35 mm,,,,,"Box 454, Folder 68-079"
row:prev,,ms0020_neg_bp_6811_33.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6811_33,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6811"
row:prev,,ms0020_neg_bp_68-079_12.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-079_12,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-09-22,,,35 mm,,,,,"Box 454, Folder 68-079"
row:prev,,ms0020_neg_bp_68-076_15.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-076_15,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-09-22,,,35 mm,,,,,"Box 454, Folder 68-076"
row:prev,,ms0020_neg_bp_68-079_29.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-079_29,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-09-22,,,35 mm,,,,,"Box 454, Folder 68-079"
row:prev,,ms0020_neg_bp_6813_04.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6813_04,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6813"
row:prev,,ms0020_neg_bp_6810_10.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6810_10,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6810"
row:prev,,ms0020_neg_bp_68-076_09.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-076_09,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-09-22,,,35 mm,,,,,"Box 454, Folder 68-076"
row:prev,,ms0020_neg_bp_6812_08.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6812_08,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6812"
row:prev,,ms0020_neg_bp_68-072_18.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-072_18,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-072"
row:prev,,ms0020_neg_bp_6810_21.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6810_21,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6810"
row:prev,,ms0020_neg_bp_68-072_23.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-072_23,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-072"
row:prev,,ms0020_neg_bp_68-072_01.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-072_01,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-072"
row:prev,,ms0020_neg_bp_68-078_11.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-078_11,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-09-22,,,35 mm,,,,,"Box 454, Folder 68-078"
row:prev,,ms0020_neg_bp_68-070_03.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-070_03,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-070"
row:prev,,ms0020_neg_bp_68-072_13.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-072_13,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-072"
row:prev,,ms0020_neg_bp_68-072_22.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-072_22,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-072"
row:prev,,ms0020_neg_bp_68-076_14.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-076_14,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-09-22,,,35 mm,,,,,"Box 454, Folder 68-076"
row:prev,,ms0020_neg_bp_6811_05.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6811_05,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6811"
row:prev,,ms0020_neg_bp_6812_24.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6812_24,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6812"
row:prev,,ms0020_neg_bp_68-071_29.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-071_29,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-071"
row:prev,,ms0020_neg_bp_68-071_30.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-071_30,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-071"
row:prev,,ms0020_neg_bp_68-103_09.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-103_09,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,2 1/4 in,,,,,"Box 453, Folder 68-103"
row:prev,,ms0020_neg_bp_6810_31.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6810_31,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 467, Folder 6810"
row:prev,,ms0020_neg_bp_68-076_04.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-076_04,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-09-22,,,35 mm,,,,,"Box 454, Folder 68-076"
row:prev,,ms0020_neg_bp_68-070_16.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-070_16,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-08-25,,,35 mm,,,,,"Box 454, Folder 68-070"
row:prev,,ms0020_neg_bp_68-079_18.tif,,"Free Huey rally, Bobby Hutton Memorial Park (formerly DeFremery Park): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-079_18,http://id.loc.gov/authorities/names/n90650175,,,,,,,,,1968-09-22,,,35 mm,,,,,"Box 454, Folder 68-079"
row:prev,,ms0020_neg_bp_6812_04.tif,,"Young man, Free Huey Rally, Bobby Hutton Memorial Park, Oakland, CA, #93 from A Photographic Essay on The Black Panthers","Young man in cardigan, Free Huey Rally",Printed/published,#93 from A Photographic Essay on The Black Panthers,,ms0020_neg_bp_6812_04,http://id.loc.gov/authorities/names/n2002034393,,,,,,,,,1968-08-25,1968,,35 mm,,,,,"Box 467, Folder 6812"
,131 images,,The Black Panthers,"Free Huey rally, DeFremery Park, Oakland",,,,,,http://id.loc.gov/authorities/names/n90650175,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,http://purl.org/dc/dcmitype/Image,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",https://digitalcollections.library.ucsc.edu/authorities/show/local/agents/regents-of-the-university-of-california,http://id.loc.gov/authorities/names/n80095585,http://www.geonames.org/5341840,http://id.loc.gov/authorities/subjects/sh85026383;http://id.loc.gov/authorities/subjects/sh85014602,1968-07,,http://vocab.getty.edu/aat/300128343,,Public,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,The Pirkle Jones Fund of the Marin Community Foundation,
row:prev,,ms0020_neg_bp_68-063_02.tif,,"Audience, Free Huey Rally, at DeFremery Park, Oakland, CA, #8 from A Photographic Essay on The Black Panthers",Crowd of people with children sitting on tree limb,Printed/published,#8 from A Photographic Essay on The Black Panthers,,ms0020_neg_bp_68-063_02,,,,,,,,,,1968-07-14,1968,,35 mm,,,,,"Box 454, Folder 68-063"
row:prev,,ms0020_neg_bp_68-064_34.tif,,"Audience, Free Huey Rally, DeFremery Park, Oakland, CA, #43 from A Photographic Essay on The Black Panthers","Crowd listening, man in front wearing plaid shirt",Printed/published,#43 from A Photographic Essay on The Black Panthers,,ms0020_neg_bp_68-064_34,,,,,,,,,,1968-07-14,1968,,35 mm,,,,,"Box 454, Folder 68-064"
row:prev,,ms0020_neg_bp_68-063_11.tif,,"Black Panther couple listening, Free Huey Rally, DeFremery Park, Oakland, CA, #20 from A Photographic Essay on The Black Panthers",Black couple man wearing beret with 4 buttons,Printed/published,#20 from A Photographic Essay on The Black Panthers,,ms0020_neg_bp_68-063_11,,,,,,,,,,1968-07-14,1968,,35 mm,,,,,"Box 454, Folder 68-063"
row:prev,,ms0020_neg_bp_68-066_14.tif,,"Black Panthers drilling before Free Huey Rally, DeFremery Park, Oakland, CA, #23 from A Photographic Essay on The Black Panthers",Women drilling,Printed/published,#23 from A Photographic Essay on The Black Panthers,,ms0020_neg_bp_68-066_14,,,,,,,,,,1968-07-28,1968,,35 mm,,,,,"Box 454, Folder 68-066"
row:prev,,ms0020_neg_bp_68-063_14.tif,,"Black Panthers from Los Angeles, guarding speaker's platform\; Bobby Seale, speaking at Free Huey Rally, DeFremery Park, Oakland, CA, #9 from A Photographic Essay on The Black Panthers",Panthers guarding,Printed/published,#9 from A Photographic Essay on The Black Panthers,,ms0020_neg_bp_68-063_14,,,,,,,,,,1968-07-14,1968,,35 mm,,,,,"Box 454, Folder 68-063"
row:prev,,ms0020_neg_bp_68-066_13.tif,,"Black Panthers in formation during drill, DeFremery Park, Oakland, CA, #57 from A Photographic Essay on The Black Panthers",Panthers during drill [Big Man on the right],Printed/published,#57 from A Photographic Essay on The Black Panthers,,ms0020_neg_bp_68-066_13,,,,,,,,,,1968-07-28,1968,,35 mm,,,,,"Box 454, Folder 68-066"
row:prev,,ms0020_neg_bp_68-063_09.tif,,"Couple at Free Huey Rally, DeFremery Park, Oakland, CA, #19 from A Photographic Essay on The Black Panthers",Black man with camera and woman's arm over his shoulder,Printed/published,#19 from A Photographic Essay on The Black Panthers,,ms0020_neg_bp_68-063_09,,,,,,,,,,1968-07-14,1968,,35 mm,,,,,"Box 454, Folder 68-063"
row:prev,,ms0020_neg_bp_68-064_31.tif,,"Couple listening at Free Huey Rally, De Fremery Park, Oakland, CA, #15 from A Photographic Essay on The Black Panthers",Woman wearing striped dress and man in sport coat,Printed/published,#15 from A Photographic Essay on The Black Panthers,,ms0020_neg_bp_68-064_31,,,,,,,,,,1968-07-14,1968,,35 mm,,,,,"Box 454, Folder 68-064"
row:prev,,ms0020_neg_bp_68-066_32.tif,,"Family group at Free Huey Rally, DeFremery Park, Oakland, CA, #16 from A Photographic Essay on The Black Panthers",Family,Printed/published,#16 from A Photographic Essay on The Black Panthers,,ms0020_neg_bp_68-066_32,,,,,,,,,,1968-07-28,1968,,35 mm,,,,,"Box 454, Folder 68-066"
row:prev,,ms0020_neg_bp_68-067_26.tif,,"Free Huey Rally, DeFremery Park, Oakland, CA, #38 from A Photographic Essay on The Black Panthers",Woman in African batik dress and hat,Printed/published,#38 from A Photographic Essay on The Black Panthers,,ms0020_neg_bp_68-067_26,,,,,,,,,,1968-07-28,1968,,35 mm,,,,,"Box 454, Folder 68-067"
row:prev,,ms0020_neg_bp_68-067_22.tif,,"Free Huey Rally, DeFremery Park, Oakland, CA, #53 from A Photographic Essay on The Black Panthers","Group of people, man holding sleeping child",Printed/published,#53 from A Photographic Essay on The Black Panthers,,ms0020_neg_bp_68-067_22,,,,,,,,,,1968-07-28,1968,,35 mm,,,,,"Box 454, Folder 68-067"
row:prev,,ms0020_neg_bp_68-067_14.tif,,"Group listening, Free Huey Rally, DeFremery Park, Oakland, CA, #51 from A Photographic Essay on The Black Panthers",Group of people; white and black woman smoking,Printed/published,#51 from A Photographic Essay on The Black Panthers,,ms0020_neg_bp_68-067_14,,,,,,,,,,1968-07-28,1968,,35 mm,,,,,"Box 454, Folder 68-067"
row:prev,,ms0020_neg_bp_68-064_21.tif,,"Kathleen Cleaver, Communications Secretary of the Black Panther Party and wife of Eldridge Cleaver, DeFremery Park, Oakland, CA, #5 from A Photographic Essay on The Black Panthers",Kathleen looking to the right,Printed/published,#5 from A Photographic Essay on The Black Panthers,,ms0020_neg_bp_68-064_21,,,,,,,,,,1968-07-14,1968,,35 mm,,,,,"Box 454, Folder 68-064"
row:prev,,ms0020_neg_bp_68-064_24.tif,,"Kathleen Cleaver, Communications Secretary of the Black Panther Party, and wife of Eldridge Cleaver at Free Huey Rally, DeFremery Park, Oakland, CA, #81 from A Photographic Essay on The Black Panthers",Kathleen Cleaver with hands touching shoulders,Printed/published,#81 from A Photographic Essay on The Black Panthers,,ms0020_neg_bp_68-064_24,,,,,,,,,,1968-07-14,1968,,35 mm,,,,,"Box 454, Folder 68-064"
row:prev,,ms0020_neg_bp_68-066_05.tif,,"Poster, Berkeley, CA, #67 from A Photographic Essay on The Black Panthers","""FREE HUEY RALLY""",Printed/published,#67 from A Photographic Essay on The Black Panthers,,ms0020_neg_bp_68-066_05,,,,,,,,,,1968-07-28,1968,,35 mm,,,,,"Box 454, Folder 68-066"
row:prev,,ms0020_neg_bp_68-066_10.tif,,"Free Huey rally, DeFremery Park, Oakland: Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-066_10,,,,,,,,,,1968-07-28,,,35 mm,,,,,"Box 454, Folder 68-066"
row:prev,,ms0020_neg_bp_68-066_11.tif,,"Free Huey rally, DeFremery Park, Oakland: Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-066_11,,,,,,,,,,1968-07-28,,,35 mm,,,,,"Box 454, Folder 68-066"
row:prev,,ms0020_neg_bp_68-066_04.tif,,"Free Huey rally, DeFremery Park, Oakland: Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-066_04,,,,,,,,,,1968-07-28,,,35 mm,,,,,"Box 454, Folder 68-066"
row:prev,,ms0020_neg_bp_68-063_17.tif,,"Free Huey rally, DeFremery Park, Oakland: Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-063_17,,,,,,,,,,1968-07-14,,,35 mm,,,,,"Box 454, Folder 68-063"
row:prev,,ms0020_neg_bp_68-063_35.tif,,"Free Huey rally, DeFremery Park, Oakland: Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-063_35,,,,,,,,,,1968-07-14,,,35 mm,,,,,"Box 454, Folder 68-063"
row:prev,,ms0020_neg_bp_68-063_31.tif,,"Free Huey rally, DeFremery Park, Oakland: Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-063_31,,,,,,,,,,1968-07-14,,,35 mm,,,,,"Box 454, Folder 68-063"
row:prev,,ms0020_neg_bp_68-063_33.tif,,"Free Huey rally, DeFremery Park, Oakland: Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-063_33,,,,,,,,,,1968-07-14,,,35 mm,,,,,"Box 454, Folder 68-063"
row:prev,,ms0020_neg_bp_68-066_22.tif,,"Free Huey rally, DeFremery Park, Oakland: Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-066_22,,,,,,,,,,1968-07-28,,,35 mm,,,,,"Box 454, Folder 68-066"
row:prev,,ms0020_neg_bp_68-066_28.tif,,"Free Huey rally, DeFremery Park, Oakland: Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-066_28,,,,,,,,,,1968-07-28,,,35 mm,,,,,"Box 454, Folder 68-066"
row:prev,,ms0020_neg_bp_68-066_24.tif,,"Free Huey rally, DeFremery Park, Oakland: Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-066_24,,,,,,,,,,1968-07-28,,,35 mm,,,,,"Box 454, Folder 68-066"
row:prev,,ms0020_neg_bp_68-066_09.tif,,"Free Huey rally, DeFremery Park, Oakland: Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-066_09,,,,,,,,,,1968-07-28,,,35 mm,,,,,"Box 454, Folder 68-066"
row:prev,,ms0020_neg_bp_68-066_16.tif,,"Free Huey rally, DeFremery Park, Oakland: Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-066_16,,,,,,,,,,1968-07-28,,,35 mm,,,,,"Box 454, Folder 68-066"
row:prev,,ms0020_neg_bp_68-067_15.tif,,"Free Huey rally, DeFremery Park, Oakland: Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-067_15,,,,,,,,,,1968-07-28,,,35 mm,,,,,"Box 454, Folder 68-067"
row:prev,,ms0020_neg_bp_68-064_25.tif,,"Free Huey rally, DeFremery Park, Oakland: Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-064_25,,,,,,,,,,1968-07-14,,,35 mm,,,,,"Box 454, Folder 68-064"
row:prev,,ms0020_neg_bp_68-064_22.tif,,"Free Huey rally, DeFremery Park, Oakland: Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-064_22,,,,,,,,,,1968-07-14,,,35 mm,,,,,"Box 454, Folder 68-064"
row:prev,,ms0020_neg_bp_68-066_01.tif,,"Free Huey rally, DeFremery Park, Oakland: Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-066_01,,,,,,,,,,1968-07-28,,,35 mm,,,,,"Box 454, Folder 68-066"
row:prev,,ms0020_neg_bp_68-067_21.tif,,"Free Huey rally, DeFremery Park, Oakland: Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-067_21,,,,,,,,,,1968-07-28,,,35 mm,,,,,"Box 454, Folder 68-067"
row:prev,,ms0020_neg_bp_68-063_05.tif,,"Free Huey rally, DeFremery Park, Oakland: Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-063_05,,,,,,,,,,1968-07-14,,,35 mm,,,,,"Box 454, Folder 68-063"
