parent,extent,masterFilename,series,title,titleAlternative,description,description,accessionNumber,boxFolder,physicalDescription,creator,subjectName,subjectPlace,subjectTopic,dateCreated,datePublished,physicalFormat,accessRights,collection,collectionCallNumber,donorProvenance,publisher,publisherHomepage,resourceType,rightsStatement,rightsHolder
row:prev,,ms0020_neg_bv_56-234_04.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-234_04,"Box 449, Folder 56-154",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-234_06.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-234_06,"Box 449, Folder 56-153",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-234_10.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-234_10,"Box 449, Folder 56-120",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-234_12.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-234_12,"Box 449, Folder 56-157",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-232_10.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-232_10,"Box 449, Folder 56-155",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-236_23.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-236_23,"Box 449, Folder 56-155",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-236_12.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-236_12,"Box 449, Folder 56-157",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-236_13.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-236_13,"Box 449, Folder 56-158",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-236_38.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-236_38,"Box 449, Folder 56-109",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-236_34.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-236_34,"Box 449, Folder 56-109",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-234_01.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-234_01,"Box 449, Folder 56-156",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-234_02.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-234_02,"Box 449, Folder 56-154",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-234_25.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-234_25,"Box 449, Folder 56-154",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-234_13.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-234_13,"Box 449, Folder 56-154",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-236_24.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-236_24,"Box 449, Folder 56-155",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-236_39.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-236_39,"Box 449, Folder 56-159",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-236_30.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-236_30,"Box 449, Folder 56-159",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-236_31.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-236_31,"Box 449, Folder 56-154",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-234_19.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-234_19,"Box 449, Folder 56-154",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-234_36.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-234_36,"Box 449, Folder 56-153",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-234_20.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-234_20,"Box 449, Folder 56-153",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-232_11.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-232_11,"Box 449, Folder 56-155",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-232_03.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-232_03,"Box 449, Folder 56-156",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-232_04.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-232_04,"Box 449, Folder 56-156",2 1/4 in,,https://digitalcollections.library.ucsc.edu/authorities/show/local/agents/gardner-larry,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-232_08.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-232_08,"Box 449, Folder 56-159",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-234_42.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-234_42,"Box 449, Folder 56-159",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-235_07.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-235_07,"Box 449, Folder 56-159",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-234_26.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-234_26,"Box 449, Folder 56-153",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-234_27.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-234_27,"Box 449, Folder 56-154",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-232_02.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-232_02,"Box 449, Folder 56-154",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-236_04.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-236_04,"Box 449, Folder 56-154",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-235_33.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-235_33,"Box 449, Folder 56-120",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-235_20.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-235_20,"Box 449, Folder 56-120",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-235_23.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-235_23,"Box 449, Folder 56-120",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-236_21.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-236_21,"Box 449, Folder 56-157",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-234_38.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-234_38,"Box 449, Folder 56-158",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-234_09.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-234_09,"Box 449, Folder 56-159",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-234_31.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-234_31,"Box 449, Folder 56-120",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-234_40.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-234_40,"Box 449, Folder 56-156",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-234_32.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-234_32,"Box 449, Folder 56-157",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-235_21.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-235_21,"Box 448, Folder 56-249",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-235_31.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-235_31,"Box 449, Folder 56-153",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-232_09.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-232_09,"Box 449, Folder 56-153",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-236_15.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-236_15,"Box 449, Folder 56-158",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-236_16.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-236_16,"Box 448, Folder 56-249",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-236_25.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-236_25,"Box 448, Folder 56-249",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-236_19.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-236_19,"Box 448, Folder 56-249",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-234_30.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-234_30,"Box 449, Folder 56-153",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-234_39.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-234_39,"Box 449, Folder 56-153",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-234_28.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-234_28,"Box 449, Folder 56-153",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-234_29.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-234_29,"Box 449, Folder 56-153",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-236_17.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-236_17,"Box 449, Folder 56-156",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-236_28.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-236_28,"Box 448, Folder 56-249",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-235_32.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-235_32,"Box 449, Folder 56-158",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-235_19.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-235_19,"Box 449, Folder 56-120",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-236_11.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-236_11,"Box 449, Folder 56-120",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-232_06.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-232_06,"Box 449, Folder 56-155",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-234_33.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-234_33,"Box 449, Folder 56-155",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-234_07.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-234_07,"Box 449, Folder 56-153",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-234_03.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-234_03,"Box 449, Folder 56-157",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-236_10.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-236_10,"Box 449, Folder 56-156",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-232_07.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-232_07,"Box 449, Folder 56-159",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-236_01.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-236_01,"Box 449, Folder 56-159",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-236_29.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-236_29,"Box 449, Folder 56-157",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-236_37.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-236_37,"Box 449, Folder 56-157",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-236_36.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-236_36,"Box 448, Folder 56-249",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-236_40.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-236_40,"Box 449, Folder 56-155",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-234_16.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-234_16,"Box 449, Folder 56-156",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-236_09.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-236_09,"Box 449, Folder 56-156",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-236_27.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-236_27,"Box 449, Folder 56-155",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-236_03.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-236_03,"Box 448, Folder 56-249",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-236_41.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-236_41,"Box 448, Folder 56-249",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-236_22.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-236_22,"Box 449, Folder 56-158",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-234_34.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-234_34,"Box 449, Folder 56-158",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-234_35.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-234_35,"Box 449, Folder 56-157",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-234_24.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-234_24,"Box 449, Folder 56-158",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-236_02.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-236_02,"Box 449, Folder 56-155",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-236_05.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-236_05,"Box 449, Folder 56-154",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-234_17.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-234_17,"Box 449, Folder 56-155",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-236_26.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-236_26,"Box 449, Folder 56-109",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-235_24.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-235_24,"Box 449, Folder 56-158",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-237_01.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-237_01,"Box 449, Folder 56-158",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-234_37.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-234_37,"Box 449, Folder 56-157",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-234_23.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-234_23,"Box 449, Folder 56-156",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-236_08.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-236_08,"Box 449, Folder 56-156",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-235_22.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-235_22,"Box 449, Folder 56-156",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-234_15.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-234_15,"Box 449, Folder 56-156",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-235_08.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-235_08,"Box 449, Folder 56-120",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-235_09.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-235_09,"Box 449, Folder 56-158",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-236_06.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-236_06,"Box 449, Folder 56-157",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-236_18.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-236_18,"Box 449, Folder 56-154",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-236_14.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-236_14,"Box 448, Folder 56-249",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-236_35.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-236_35,"Box 448, Folder 56-249",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-236_20.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-236_20,"Box 449, Folder 56-159",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-234_08.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-234_08,"Box 448, Folder 56-249",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-234_21.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-234_21,"Box 449, Folder 56-158",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-234_22.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-234_22,"Box 448, Folder 56-249",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-236_07.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-236_07,"Box 449, Folder 56-154",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-235_10.tif,,Harvest: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-235_10,"Box 449, Folder 56-157",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-229_01.tif,,"Worker next to combine harvester, from Berryessa Valley The Last Year",,Printed/published,"From Berryessa Valley, the Last Year",ms0020_neg_bv_56-229_01,"Box 449, Folder 56-153",2 1/4 in,,,,,,1956,,,,,,,,,,
,2 images,,Berryessa Valley,Henry Samuels,,,,,,,http://id.loc.gov/authorities/names/n90650175,,http://www.geonames.org/5374510,,1956,,http://vocab.getty.edu/aat/300128343,Public,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,The Pirkle Jones Fund of the Marin Community Foundation,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,http://purl.org/dc/dcmitype/Image,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",https://digitalcollections.library.ucsc.edu/authorities/show/local/agents/regents-of-the-university-of-california
row:prev,,ms0020_neg_bv_56-122_02.tif,,"Rancher, Henry Samuels with hand on face, Berryessa Valley",,,,ms0020_neg_bv_56-122_02,"Box 449, Folder 56-122",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-122_01.tif,,Henry Samuels: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-122_01,"Box 449, Folder 56-122",2 1/4 in,,,,,,,,,,,,,,,,
,2 images,,Berryessa Valley,"House with warning sign US property, Berryessa Valley",,,,,,,http://id.loc.gov/authorities/names/n90650175,,http://www.geonames.org/5374510,,1956,,http://vocab.getty.edu/aat/300128343,Public,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,The Pirkle Jones Fund of the Marin Community Foundation,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,http://purl.org/dc/dcmitype/Image,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",https://digitalcollections.library.ucsc.edu/authorities/show/local/agents/regents-of-the-university-of-california
row:prev,,ms0020_neg_bv_56-120_09.tif,,"House with warning sign US property, Berryessa Valley",,Printed/published,,ms0020_neg_bv_56-120_09,"Box 449, Folder 56-120",2 1/4 in,,,,,,1956,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-120_10.tif,,"House with warning sign US property, Berryessa Valley: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-120_10,"Box 449, Folder 56-120",2 1/4 in,,,,,,,,,,,,,,,,
,19 images,,Berryessa Valley,Irrigation,,,,,,,http://id.loc.gov/authorities/names/n90650175,,http://www.geonames.org/5364444,,1956,,http://vocab.getty.edu/aat/300128343,Public,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,The Pirkle Jones Fund of the Marin Community Foundation,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,http://purl.org/dc/dcmitype/Image,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",https://digitalcollections.library.ucsc.edu/authorities/show/local/agents/regents-of-the-university-of-california
row:prev,,ms0020_neg_bv_56-175_04.tif,,Irrigation: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-175_04,"Box 449, Folder 56-175",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-175_11.tif,,Irrigation: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-175_11,"Box 449, Folder 56-175",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-178_01.tif,,Irrigation: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-178_01,"Box 449, Folder 56-178",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-178_04.tif,,Irrigation: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-178_04,"Box 449, Folder 56-178",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-178_06.tif,,Irrigation: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-178_06,"Box 449, Folder 56-178",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-178_03.tif,,Irrigation: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-178_03,"Box 449, Folder 56-178",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-175_09.tif,,Irrigation: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-175_09,"Box 449, Folder 56-175",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-175_10.tif,,Irrigation: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-175_10,"Box 449, Folder 56-175",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-178_07.tif,,Irrigation: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-178_07,"Box 449, Folder 56-178",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-175_03.tif,,Irrigation: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-175_03,"Box 449, Folder 56-175",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-178_05.tif,,Irrigation: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-178_05,"Box 449, Folder 56-178",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-178_02.tif,,Irrigation: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-178_02,"Box 449, Folder 56-178",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-175_08.tif,,Irrigation: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-175_08,"Box 449, Folder 56-175",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-175_07.tif,,Irrigation: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-175_07,"Box 449, Folder 56-175",2 1/4 in,,,,,,,,,,,,,,,,
