parent,extent,collection,collectionCallNumber,masterFilename,series,title,description,accessionNumber,creator,subjectName,subjectPlace,subjectTopic,dateCreated,physicalFormat,physicalDescription,boxFolder,donorProvenance,rightsStatement,rightsHolder,accessRights,publisher,publisherHomepage,resourceType
row:prev,,,,ms0020_neg_rmb-6703_34.tif,,Man in tunic with necklace: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6703_34,,,,,,,35 mm,Box 464,,,,,,,
,1 image,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,ms0020_neg_rmb-6713_04.tif,"Haight-Ashbury, 1967",Man kissing girl's shoulder: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6713_04,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,35 mm,Box 464,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
,3 images,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,,"Haight-Ashbury, 1967","Man looking at baby held by woman, Haight-Ashbury 1967",,,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,,,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
row:prev,,,,ms0020_neg_rmb-6710_30.tif,,"Man looking at baby held by woman, Haight-Ashbury 1967",Printed/published,ms0020_neg_rmb-6710_30,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6710_29.tif,,Man looking at baby held by woman: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6710_29,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6710_28.tif,,Man looking at baby held by woman: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6710_28,,,,,,,35 mm,Box 464,,,,,,,
,6 images,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,,"Haight-Ashbury, 1967",Man on motorcycle talks to two girls,,,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,,,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
row:prev,,,,ms0020_neg_rmb-6709_01.tif,,Man on motorcycle talks to two girls: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6709_01,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6709_02.tif,,Man on motorcycle talks to two girls: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6709_02,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6709_04.tif,,Man on motorcycle talks to two girls: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6709_04,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6709_05.tif,,Man on motorcycle talks to two girls: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6709_05,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6709_06.tif,,Man on motorcycle talks to two girls: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6709_06,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6709_03.tif,,Man on motorcycle talks to two girls: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6709_03,,,,,,,35 mm,Box 464,,,,,,,
,2 images,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,,"Haight-Ashbury, 1967",Man painting flowers on woman's leg,,,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,,,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
row:prev,,,,ms0020_neg_rmb-6705_08.tif,,Man painting flowers on woman's leg: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6705_08,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6705_07.tif,,Man painting flowers on woman's leg: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6705_07,,,,,,,35 mm,Box 464,,,,,,,
,2 images,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,,"Haight-Ashbury, 1967",Man playing guitar on sidewalk with skateboard,,,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,,,,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
row:prev,,,,ms0020_neg_rmb-6701_22.tif,,Man playing guitar on sidewalk with skateboard: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6701_22,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6701_23.tif,,Man playing guitar on sidewalk with skateboard: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6701_23,,,,,,,35 mm,Box 464,,,,,,,
,2 images,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,,"Haight-Ashbury, 1967",Man playing wooden flute,,,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,,,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
row:prev,,,,ms0020_neg_rmb-6709_31.tif,,Man playing wooden flute: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6709_31,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6709_30.tif,,Man playing wooden flute: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6709_30,,,,,,,35 mm,Box 464,,,,,,,
,1 image,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,ms0020_neg_rmb-6703_26.tif,"Haight-Ashbury, 1967",Man reading newspaper on top of station wagon: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6703_26,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,35 mm,Box 464,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
,3 images,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,,"Haight-Ashbury, 1967",Man selling magazines,,,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,,,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
row:prev,,,,ms0020_neg_rmb-6704_15.tif,,Man selling magazines: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6704_15,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6704_17.tif,,Man selling magazines: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6704_17,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6704_16.tif,,Man selling magazines: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6704_16,,,,,,,35 mm,Box 464,,,,,,,
,2 images,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,,"Haight-Ashbury, 1967",Man sitting on sidewalk with poster,,,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,,,,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
row:prev,,,,ms0020_neg_rmb-6701_30.tif,,Man sitting on sidewalk with poster: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6701_30,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6701_29.tif,,Man sitting on sidewalk with poster: Untitled,Printed/published 2012,ms0020_neg_rmb-6701_29,,,,,,,35 mm,Box 464,,,,,,,
,4 images,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,,"Haight-Ashbury, 1967","Man talking with cigarette, Haight-Ashbury 1967",,,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,,,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
row:prev,,,,ms0020_neg_rmb-6706_16.tif,,"Man talking with cigarette, Haight-Ashbury 1967",Printed/published,ms0020_neg_rmb-6706_16,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6706_14.tif,,Man talking with cigarette: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6706_14,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6706_13.tif,,Man talking with cigarette: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6706_13,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6706_15.tif,,Man talking with cigarette: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6706_15,,,,,,,35 mm,Box 464,,,,,,,
,2 images,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,,"Haight-Ashbury, 1967",Man waiting for change,,,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,,,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
row:prev,,,,ms0020_neg_rmb-6707_34.tif,,Man waiting for change: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6707_34,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6707_35.tif,,Man waiting for change: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6707_35,,,,,,,35 mm,Box 464,,,,,,,
,4 images,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,,"Haight-Ashbury, 1967","Man walking barefoot by house-like truck (photo taken in Fall), Haight-Ashbury 1967",,,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,,,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
